,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
486,37,1,558,Sales,2,3,Marketing,656,4,1,75,3,2,Sales Executive,3,2,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0
1128,36,2,1302,Research & Development,6,4,Life Sciences,1594,1,1,80,4,2,Laboratory Technician,1,2,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,0
354,30,0,641,Sales,25,2,Technical Degree,475,4,0,85,3,2,Sales Executive,3,2,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0
205,29,1,121,Sales,27,3,Marketing,283,2,0,35,3,3,Sales Executive,4,2,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,1
284,26,2,496,Research & Development,11,2,Medical,390,1,1,60,3,2,Healthcare Representative,1,2,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0
502,53,1,238,Sales,1,1,Medical,682,4,0,34,3,2,Sales Executive,1,1,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,0
1402,31,1,1276,Research & Development,2,1,Medical,1974,4,0,59,1,1,Laboratory Technician,4,1,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,0
1435,44,1,1037,Research & Development,1,3,Medical,2020,2,1,42,3,1,Research Scientist,4,1,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,0
821,49,1,174,Sales,8,4,Technical Degree,1138,4,1,56,2,4,Sales Executive,2,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0
173,30,0,111,Research & Development,9,3,Medical,239,3,1,66,3,2,Laboratory Technician,1,1,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,0
1182,36,0,894,Research & Development,1,4,Medical,1662,4,0,33,2,2,Manufacturing Director,3,2,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,0
227,29,2,1413,Sales,1,1,Medical,312,2,0,42,3,3,Sales Executive,4,2,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,0
379,55,1,1311,Research & Development,2,3,Life Sciences,505,3,0,97,3,4,Manager,4,1,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0
770,46,1,430,Research & Development,1,4,Medical,1069,4,1,40,3,5,Research Director,4,1,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0
903,29,1,1329,Research & Development,7,3,Life Sciences,1260,3,1,82,3,2,Healthcare Representative,4,1,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,0
696,45,0,805,Research & Development,4,2,Life Sciences,972,3,1,57,3,2,Laboratory Technician,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,0
764,28,1,1144,Sales,10,1,Medical,1056,4,1,74,3,1,Sales Representative,2,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0
688,19,1,419,Sales,21,3,Other,959,4,1,37,2,1,Sales Representative,2,1,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,1
341,38,1,343,Research & Development,15,2,Life Sciences,461,3,1,92,2,3,Research Director,4,1,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0
1372,39,1,867,Research & Development,9,2,Medical,1936,1,1,87,3,2,Manufacturing Director,1,2,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,0
965,25,1,882,Research & Development,19,1,Medical,1358,4,1,67,3,1,Laboratory Technician,4,2,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,0
1120,38,1,437,Sales,16,3,Life Sciences,1583,2,0,90,3,2,Sales Executive,2,1,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,0
1309,26,1,572,Sales,10,3,Medical,1836,3,1,46,3,2,Sales Executive,4,1,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0
238,32,1,1401,Sales,4,2,Life Sciences,330,3,0,56,3,1,Sales Representative,2,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,0
1355,36,1,335,Sales,17,2,Marketing,1908,3,1,33,2,2,Sales Executive,2,2,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,0
93,46,2,638,Research & Development,1,3,Medical,124,3,1,40,2,3,Healthcare Representative,1,2,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5,0
634,25,1,141,Sales,3,1,Other,879,3,1,98,3,2,Sales Executive,1,2,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0
212,27,2,1242,Sales,20,3,Life Sciences,293,4,0,90,3,2,Sales Executive,3,1,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0
938,58,1,848,Research & Development,23,4,Life Sciences,1308,1,1,88,3,1,Research Scientist,3,1,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,0
176,33,1,134,Research & Development,2,3,Life Sciences,242,3,1,90,3,1,Research Scientist,4,1,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,0
1251,30,1,979,Sales,15,2,Marketing,1754,3,1,94,2,3,Sales Executive,1,1,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,0
70,59,2,1225,Sales,1,1,Life Sciences,91,1,0,57,2,2,Sales Executive,3,1,5473,24668,7,0,11,3,4,0,20,2,2,4,3,1,3,0
228,35,2,944,Sales,1,3,Marketing,314,3,0,92,3,3,Sales Executive,3,1,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0
810,46,1,406,Sales,3,1,Marketing,1124,1,1,52,3,4,Manager,3,2,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0
636,35,2,130,Research & Development,25,4,Life Sciences,881,4,0,96,3,1,Research Scientist,2,1,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,1
272,28,1,1158,Research & Development,9,3,Medical,377,4,1,94,3,1,Research Scientist,4,2,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0
1156,40,1,884,Research & Development,15,3,Life Sciences,1628,1,0,80,2,3,Manufacturing Director,3,2,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,0
1054,49,1,1490,Research & Development,7,4,Life Sciences,1484,3,1,35,3,3,Healthcare Representative,2,1,10466,20948,3,0,14,3,2,2,29,3,3,8,7,0,7,0
961,35,2,482,Research & Development,4,4,Life Sciences,1350,3,1,87,3,2,Research Scientist,3,1,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,0
1335,39,1,835,Research & Development,19,4,Other,1871,4,1,41,3,2,Research Scientist,4,1,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,0
258,51,1,833,Research & Development,1,3,Life Sciences,353,3,1,96,3,1,Research Scientist,4,2,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,0
679,31,0,1188,Sales,20,2,Marketing,947,4,0,45,3,2,Sales Executive,3,2,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,0
139,30,1,1240,Human Resources,9,3,Human Resources,184,3,1,48,3,2,Human Resources,4,2,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7,0
816,39,0,439,Research & Development,9,3,Life Sciences,1132,3,1,70,3,2,Laboratory Technician,2,1,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0
700,58,1,289,Research & Development,2,3,Technical Degree,977,4,1,51,3,1,Research Scientist,3,1,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,1
146,30,1,1427,Research & Development,2,1,Medical,198,2,1,35,2,1,Laboratory Technician,4,1,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,0
1288,35,0,1180,Research & Development,2,2,Medical,1804,2,1,90,3,2,Manufacturing Director,4,1,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,0
524,34,1,1442,Research & Development,9,3,Medical,717,4,0,46,2,3,Healthcare Representative,2,1,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,0
1107,38,2,888,Human Resources,10,4,Human Resources,1563,3,1,71,3,2,Human Resources,3,2,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,0
702,30,1,231,Sales,8,2,Other,982,3,1,62,3,3,Sales Executive,3,1,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0
1151,28,1,580,Research & Development,27,3,Medical,1622,2,0,39,1,2,Manufacturing Director,1,1,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,0
542,38,1,168,Research & Development,1,3,Life Sciences,743,3,0,81,3,3,Manufacturing Director,3,1,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,0
567,34,1,304,Sales,2,3,Other,786,4,1,60,3,2,Sales Executive,4,1,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0
1456,35,2,1199,Research & Development,18,4,Life Sciences,2049,3,1,80,3,2,Healthcare Representative,3,2,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,0
623,30,2,1012,Research & Development,5,4,Life Sciences,861,2,1,75,2,1,Research Scientist,4,1,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0
571,26,2,575,Research & Development,1,2,Life Sciences,792,1,0,71,1,1,Laboratory Technician,4,1,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0
248,37,1,1017,Research & Development,1,2,Medical,340,3,0,83,2,1,Research Scientist,1,2,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0
1381,28,0,1103,Research & Development,16,3,Medical,1947,3,1,49,3,1,Research Scientist,3,1,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,0
664,36,1,1425,Research & Development,14,1,Life Sciences,924,3,1,68,3,2,Healthcare Representative,4,2,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0
940,39,1,360,Research & Development,23,3,Medical,1310,3,1,93,3,1,Research Scientist,1,1,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,1
1097,24,1,350,Research & Development,21,2,Technical Degree,1551,3,1,57,2,1,Laboratory Technician,1,1,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,0
993,25,1,1372,Sales,18,1,Life Sciences,1399,1,1,93,4,2,Sales Executive,3,2,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,0
578,38,2,240,Research & Development,2,4,Life Sciences,803,1,0,75,4,2,Manufacturing Director,1,1,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,0
1443,42,1,300,Research & Development,2,3,Life Sciences,2031,1,1,56,3,5,Manager,3,2,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14,0
1186,35,2,880,Sales,12,4,Other,1667,4,1,36,3,2,Sales Executive,4,1,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,1
644,31,1,1222,Research & Development,11,4,Life Sciences,895,4,1,48,3,1,Research Scientist,4,2,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,0
1242,40,1,611,Sales,7,4,Medical,1740,2,1,88,3,5,Manager,2,1,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,0
726,31,2,853,Research & Development,1,1,Life Sciences,1011,3,0,96,3,2,Manufacturing Director,1,2,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0
1084,34,1,971,Sales,1,3,Technical Degree,1535,4,1,64,2,3,Sales Executive,3,2,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,0
822,34,2,1003,Research & Development,2,2,Life Sciences,1140,4,1,95,3,2,Manufacturing Director,3,1,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0
1274,31,1,196,Sales,29,4,Marketing,1784,1,0,91,2,2,Sales Executive,4,2,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,0
1125,29,2,995,Research & Development,2,1,Life Sciences,1590,1,1,87,3,2,Healthcare Representative,4,1,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,0
156,51,1,1169,Research & Development,7,4,Medical,211,2,1,34,2,2,Manufacturing Director,3,2,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,0
989,37,1,1439,Research & Development,4,1,Life Sciences,1394,3,1,54,3,1,Research Scientist,3,2,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,0
939,32,1,1089,Research & Development,7,2,Life Sciences,1309,4,1,79,3,2,Laboratory Technician,3,2,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,1
841,24,1,477,Research & Development,24,3,Medical,1173,4,1,49,3,1,Laboratory Technician,2,1,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0
551,39,1,141,Human Resources,3,3,Human Resources,760,3,0,44,4,2,Human Resources,2,2,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,0
504,45,2,306,Sales,26,4,Life Sciences,684,1,0,100,3,2,Sales Executive,1,2,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,1
901,48,1,969,Research & Development,2,2,Technical Degree,1258,4,1,76,4,1,Laboratory Technician,2,1,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0
586,24,0,1092,Research & Development,9,3,Life Sciences,812,3,1,60,2,1,Laboratory Technician,2,1,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,0
532,47,1,703,Sales,14,4,Marketing,728,4,1,42,3,2,Sales Executive,1,1,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,0
247,34,1,470,Research & Development,2,4,Life Sciences,339,4,1,84,2,2,Manufacturing Director,1,2,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0
1291,37,1,370,Research & Development,10,4,Medical,1809,4,1,58,3,2,Manufacturing Director,1,1,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,1
50,48,1,626,Research & Development,1,2,Life Sciences,64,1,1,98,2,3,Laboratory Technician,3,1,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0,1
232,59,1,818,Human Resources,6,2,Medical,321,2,1,52,3,1,Human Resources,3,2,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
930,51,2,968,Research & Development,6,2,Medical,1297,2,0,40,2,1,Laboratory Technician,3,1,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,0
1371,56,1,1443,Sales,11,5,Marketing,1935,4,0,89,2,2,Sales Executive,1,2,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,0
1149,27,1,1302,Research & Development,19,3,Other,1619,4,1,67,2,1,Laboratory Technician,1,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,0
1141,30,1,241,Research & Development,7,3,Medical,1609,2,1,48,2,1,Research Scientist,2,2,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,0
880,32,2,116,Research & Development,13,3,Other,1234,3,0,77,2,1,Laboratory Technician,2,2,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0
786,27,0,1277,Research & Development,8,5,Life Sciences,1094,1,1,87,1,1,Laboratory Technician,3,2,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,0
556,53,1,346,Research & Development,6,3,Life Sciences,769,4,1,86,3,2,Laboratory Technician,4,1,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0
1000,52,1,258,Research & Development,8,4,Other,1409,3,0,54,3,1,Laboratory Technician,1,2,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,0
628,37,1,342,Sales,16,4,Marketing,868,4,1,66,2,2,Sales Executive,3,1,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,0
691,40,2,1469,Research & Development,9,4,Medical,964,4,1,35,3,1,Research Scientist,2,1,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0
657,29,1,1086,Research & Development,7,1,Medical,912,1,0,62,2,1,Laboratory Technician,4,1,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0
845,40,2,902,Research & Development,26,2,Medical,1180,3,0,92,2,2,Research Scientist,4,2,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0
13,34,1,1346,Research & Development,19,2,Medical,18,2,1,93,3,1,Laboratory Technician,4,1,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2,0
500,32,1,646,Research & Development,9,4,Life Sciences,679,1,0,92,3,2,Research Scientist,4,2,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,0
269,36,1,1403,Research & Development,6,3,Life Sciences,373,4,1,47,3,1,Laboratory Technician,4,2,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0
1463,31,0,325,Research & Development,5,3,Medical,2057,2,1,74,3,2,Manufacturing Director,1,1,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,0
648,37,2,1231,Sales,21,2,Medical,900,3,0,54,3,1,Sales Representative,4,2,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,0
1218,41,1,918,Sales,6,3,Marketing,1708,4,1,35,3,3,Sales Executive,3,1,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0
276,35,1,1315,Research & Development,22,3,Life Sciences,381,2,0,71,4,3,Manager,2,1,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0
405,25,1,688,Research & Development,3,3,Medical,538,1,1,91,3,1,Laboratory Technician,1,2,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1
1005,29,1,332,Human Resources,17,3,Other,1419,2,1,51,2,3,Human Resources,1,1,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,0
180,31,1,140,Research & Development,12,1,Medical,246,3,0,95,3,1,Research Scientist,4,2,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,0
1256,38,2,594,Research & Development,2,2,Medical,1760,3,0,75,2,1,Laboratory Technician,2,2,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,0
1167,35,1,763,Sales,15,2,Medical,1645,1,1,59,1,2,Sales Executive,4,1,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,1
120,30,2,1312,Research & Development,23,3,Life Sciences,159,1,1,96,1,1,Research Scientist,3,1,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9,0
1216,43,1,1179,Sales,2,3,Medical,1706,4,1,73,3,2,Sales Executive,4,2,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,0
642,38,1,395,Sales,9,3,Marketing,893,2,1,98,2,1,Sales Representative,2,2,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0
375,49,1,1261,Research & Development,7,3,Other,499,2,1,31,2,3,Healthcare Representative,3,1,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0
528,50,2,562,Sales,8,2,Technical Degree,723,2,1,50,3,2,Sales Executive,3,2,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,1
1426,32,1,267,Research & Development,29,4,Life Sciences,2010,3,0,49,2,1,Laboratory Technician,2,1,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0
319,32,1,588,Sales,8,2,Technical Degree,436,3,0,65,2,2,Sales Executive,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0
1236,36,1,1456,Sales,13,5,Marketing,1733,2,1,96,2,2,Sales Executive,1,1,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,1
231,42,1,532,Research & Development,4,2,Technical Degree,319,3,1,58,3,5,Manager,4,2,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0
1077,29,1,224,Research & Development,1,4,Technical Degree,1522,1,1,100,2,1,Research Scientist,1,1,2362,7568,6,0,13,3,3,0,11,2,1,9,7,0,7,1
1221,45,0,1238,Research & Development,1,1,Life Sciences,1712,3,1,74,2,3,Healthcare Representative,3,2,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,0
54,26,1,1443,Sales,23,3,Marketing,72,3,0,47,2,2,Sales Executive,4,2,4157,21436,7,1,19,3,3,1,5,2,2,2,2,0,0,0
850,32,0,862,Sales,2,1,Life Sciences,1190,3,0,76,3,1,Sales Representative,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0
63,59,1,1435,Sales,25,3,Life Sciences,81,1,0,99,3,3,Sales Executive,1,1,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9,0
840,35,1,982,Research & Development,1,4,Medical,1172,4,1,58,2,1,Laboratory Technician,3,2,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0
415,34,2,296,Sales,6,2,Marketing,555,4,0,33,1,1,Sales Representative,3,1,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1
337,29,1,738,Research & Development,9,5,Other,455,2,1,30,2,1,Laboratory Technician,4,1,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0
1441,56,0,667,Research & Development,1,4,Life Sciences,2026,3,1,57,3,2,Healthcare Representative,3,1,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,0
122,56,1,441,Research & Development,14,4,Life Sciences,161,2,0,72,3,1,Research Scientist,2,2,4963,4510,9,1,18,3,1,3,7,2,3,5,4,4,3,1
750,44,1,1448,Sales,28,3,Medical,1039,4,0,53,4,4,Sales Executive,4,2,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0
1316,43,2,1422,Sales,2,4,Life Sciences,1849,1,1,92,3,2,Sales Executive,4,2,5675,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,0
270,55,1,452,Research & Development,1,3,Medical,374,4,1,81,3,5,Manager,1,1,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0
812,43,2,1082,Research & Development,27,3,Life Sciences,1126,3,0,83,3,3,Manufacturing Director,1,2,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0
1360,31,1,471,Research & Development,4,3,Medical,1916,1,0,62,4,1,Laboratory Technician,3,1,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,0
1189,33,1,392,Sales,2,4,Medical,1670,4,1,93,3,2,Sales Executive,4,1,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,0
157,58,1,1145,Research & Development,9,3,Medical,214,2,0,75,2,1,Research Scientist,2,2,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,0
1188,29,1,991,Sales,5,3,Medical,1669,1,1,43,2,2,Sales Executive,2,1,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,0
1010,55,1,1136,Research & Development,1,4,Medical,1424,2,1,81,4,4,Research Director,4,1,14732,12414,2,0,13,3,4,2,31,4,4,7,7,0,0,0
742,50,1,804,Research & Development,9,3,Life Sciences,1030,1,1,64,3,1,Laboratory Technician,4,2,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0
555,29,1,1090,Sales,10,3,Marketing,766,4,1,83,3,1,Sales Representative,2,1,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0
1089,37,1,674,Research & Development,13,3,Medical,1543,1,1,47,3,2,Research Scientist,4,2,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7,0
1179,34,1,1130,Research & Development,3,3,Life Sciences,1658,4,0,66,3,2,Research Scientist,2,1,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,0
23,21,1,391,Research & Development,15,2,Life Sciences,30,3,1,96,3,1,Research Scientist,4,1,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,0
876,20,1,654,Sales,21,3,Marketing,1226,3,1,43,4,1,Sales Representative,4,1,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0
875,44,1,200,Research & Development,29,4,Other,1225,4,1,32,3,2,Research Scientist,4,1,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,0
1201,23,1,1320,Research & Development,8,1,Medical,1684,4,1,93,2,1,Laboratory Technician,3,1,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,1
164,27,0,1450,Research & Development,3,3,Medical,224,3,1,79,2,1,Research Scientist,3,1,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,0
784,38,1,330,Research & Development,17,1,Life Sciences,1088,3,0,65,2,3,Healthcare Representative,3,2,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,0
340,37,1,1192,Research & Development,5,2,Medical,460,4,1,61,3,2,Manufacturing Director,4,1,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0
1255,33,1,211,Sales,16,3,Life Sciences,1758,1,0,74,3,3,Sales Executive,1,1,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,1
1192,49,1,464,Research & Development,16,3,Medical,1674,4,0,74,3,1,Laboratory Technician,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,0
1064,30,1,330,Human Resources,1,3,Life Sciences,1499,3,1,46,3,1,Human Resources,3,1,2064,15428,0,0,21,4,1,1,6,3,4,5,3,1,3,0
709,31,0,335,Research & Development,9,2,Medical,991,3,1,46,2,1,Research Scientist,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1
316,49,1,1091,Research & Development,1,2,Technical Degree,431,3,0,90,2,4,Healthcare Representative,3,1,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0
1400,38,2,1444,Human Resources,1,4,Other,1972,4,1,88,3,1,Human Resources,2,2,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,0
1127,23,1,977,Research & Development,10,3,Technical Degree,1592,4,1,45,4,1,Research Scientist,3,2,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,0
730,30,1,153,Research & Development,8,2,Life Sciences,1015,2,0,73,4,3,Research Director,1,2,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0
490,38,1,362,Research & Development,1,1,Life Sciences,662,3,0,43,3,1,Research Scientist,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0
1295,41,1,796,Sales,4,1,Marketing,1815,3,0,81,3,3,Sales Executive,3,1,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,0
973,35,1,817,Research & Development,1,3,Medical,1369,4,0,60,2,2,Laboratory Technician,4,2,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,0
142,38,1,364,Research & Development,3,5,Technical Degree,193,4,0,32,3,2,Research Scientist,3,1,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,0
298,36,2,566,Research & Development,18,4,Life Sciences,407,3,1,81,4,1,Laboratory Technician,4,2,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0
1238,23,1,160,Research & Development,4,1,Medical,1735,3,0,51,3,1,Laboratory Technician,2,1,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,0
382,26,2,575,Research & Development,3,1,Technical Degree,510,3,1,73,3,1,Research Scientist,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1
848,35,2,636,Research & Development,4,4,Other,1185,4,1,47,2,1,Laboratory Technician,4,2,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0
317,52,1,723,Research & Development,8,4,Medical,433,3,1,85,2,2,Research Scientist,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1
1194,47,1,1225,Sales,2,4,Life Sciences,1676,2,0,47,4,4,Manager,2,1,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,0
1317,27,2,1297,Research & Development,5,2,Life Sciences,1850,4,0,53,3,1,Laboratory Technician,4,1,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,0
445,55,1,1117,Sales,18,5,Life Sciences,597,1,0,83,3,4,Manager,2,1,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0
